URL,Grade,Grade Accepted,Bank,Review,Product,Proxy Used,Status,Clear Conditions,Polite Employee,Availability,Convenience,City,Date
https://www.banki.ru/services/responses/bank/response/12622438,0,False,,,,False,"Error:Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""div.lbb810226""}
  (Session info: chrome=141.0.7390.123); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#nosuchelementexception
Stacktrace:
	GetHandleVerifier [0x0x9cfe43+66515]
	GetHandleVerifier [0x0x9cfe84+66580]
	(No symbol) [0x0x7bdc48]
	(No symbol) [0x0x808704]
	(No symbol) [0x0x808aab]
	(No symbol) [0x0x84f482]
	(No symbol) [0x0x82b214]
	(No symbol) [0x0x84cba7]
	(No symbol) [0x0x82afc6]
	(No symbol) [0x0x7fc2ca]
	(No symbol) [0x0x7fd154]
	GetHandleVerifier [0x0xc27353+2521315]
	GetHandleVerifier [0x0xc222d3+2500707]
	GetHandleVerifier [0x0x9f7c94+229924]
	GetHandleVerifier [0x0x9e81f8+165768]
	GetHandleVerifier [0x0x9eecad+193085]
	GetHandleVerifier [0x0x9d8158+100072]
	GetHandleVerifier [0x0x9d82f0+100480]
	GetHandleVerifier [0x0x9c25aa+11066]
	BaseThreadInitThunk [0x0x7565fcc9+25]
	RtlGetAppContainerNamedObjectPath [0x0x76fb82ae+286]
	RtlGetAppContainerNamedObjectPath [0x0x76fb827e+238]
",0,0,0,0,,
https://www.banki.ru/services/responses/bank/response/12622439,0,False,,,,False,"Error:Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""div.lbb810226""}
  (Session info: chrome=141.0.7390.123); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#nosuchelementexception
Stacktrace:
	GetHandleVerifier [0x0x9cfe43+66515]
	GetHandleVerifier [0x0x9cfe84+66580]
	(No symbol) [0x0x7bdc48]
	(No symbol) [0x0x808704]
	(No symbol) [0x0x808aab]
	(No symbol) [0x0x84f482]
	(No symbol) [0x0x82b214]
	(No symbol) [0x0x84cba7]
	(No symbol) [0x0x82afc6]
	(No symbol) [0x0x7fc2ca]
	(No symbol) [0x0x7fd154]
	GetHandleVerifier [0x0xc27353+2521315]
	GetHandleVerifier [0x0xc222d3+2500707]
	GetHandleVerifier [0x0x9f7c94+229924]
	GetHandleVerifier [0x0x9e81f8+165768]
	GetHandleVerifier [0x0x9eecad+193085]
	GetHandleVerifier [0x0x9d8158+100072]
	GetHandleVerifier [0x0x9d82f0+100480]
	GetHandleVerifier [0x0x9c25aa+11066]
	BaseThreadInitThunk [0x0x7565fcc9+25]
	RtlGetAppContainerNamedObjectPath [0x0x76fb82ae+286]
	RtlGetAppContainerNamedObjectPath [0x0x76fb827e+238]
",0,0,0,0,,
https://www.banki.ru/services/responses/bank/response/12622440,5,False,Unknown,Спасибо большое за быстрый ответ на интересующий вопрос. Я клиент новый и многое ещё не знаю. Но бан...,Отзывы о дебетовых картах Альфа-Банка,False,good,3,3,3,3,Ярославль,12.10.2025 13:53
https://www.banki.ru/services/responses/bank/response/12622441,0,False,"Отличное решение моего обращения – отзыв о Банке Ozon от ""user-643823038339"" | Банки.ру",Обратился с вопросом о перевыпуск банковской карты.Молодой человек(оператор) по-моему его имя Кирил ...,Отзывы о дебетовых картах Банка Ozon,False,good,3,3,3,3,Калининград (Калининградская область),12.10.2025 13:54
https://www.banki.ru/services/responses/bank/response/12622442,5,False,Unknown,"Заказал дебетовую карту, приехали и все быстро сделали, оформили и все рассказали. Карту выдовала оч...",Отзывы о дебетовых картах Альфа-Банка,False,good,3,3,3,3,Киров,12.10.2025 13:54
https://www.banki.ru/services/responses/bank/response/12622443,5,False,"ВИП-Благодарность – отзыв о Фора-Банке от ""user-991719691475"" | Банки.ру","Здравствуйте, Никому не оставлял ВИП-Благодарность, но и этот момент настал.  Габелия Юлия Викторона...",Unknown,False,good,3,3,3,3,Москва,12.10.2025 13:56
https://www.banki.ru/services/responses/bank/response/12622444,0,False,"Благодарность – отзыв о Камкомбанке от ""user-525121255417"" | Банки.ру","Офис в Москве, Парк победы, 2. Большое спасибо за Вашу работу. Покупка валюты всегда без проблем. 1....",Отзывы о продуктах Камкомбанка,False,good,3,3,3,3,Москва,12.10.2025 13:56
https://www.banki.ru/services/responses/bank/response/12622445,0,False,,,,False,"Error:Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""div.lbb810226""}
  (Session info: chrome=141.0.7390.123); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#nosuchelementexception
Stacktrace:
	GetHandleVerifier [0x0x9cfe43+66515]
	GetHandleVerifier [0x0x9cfe84+66580]
	(No symbol) [0x0x7bdc48]
	(No symbol) [0x0x808704]
	(No symbol) [0x0x808aab]
	(No symbol) [0x0x84f482]
	(No symbol) [0x0x82b214]
	(No symbol) [0x0x84cba7]
	(No symbol) [0x0x82afc6]
	(No symbol) [0x0x7fc2ca]
	(No symbol) [0x0x7fd154]
	GetHandleVerifier [0x0xc27353+2521315]
	GetHandleVerifier [0x0xc222d3+2500707]
	GetHandleVerifier [0x0x9f7c94+229924]
	GetHandleVerifier [0x0x9e81f8+165768]
	GetHandleVerifier [0x0x9eecad+193085]
	GetHandleVerifier [0x0x9d8158+100072]
	GetHandleVerifier [0x0x9d82f0+100480]
	GetHandleVerifier [0x0x9c25aa+11066]
	BaseThreadInitThunk [0x0x7565fcc9+25]
	RtlGetAppContainerNamedObjectPath [0x0x76fb82ae+286]
	RtlGetAppContainerNamedObjectPath [0x0x76fb827e+238]
",0,0,0,0,,
https://www.banki.ru/services/responses/bank/response/12622446,5,False,"Спасибо – отзыв о Альфа-Банке от ""user-733923038387"" | Банки.ру","Индивидуальный и внимательный подход к клиентам. Мне нравится Альфа-Банк за то, что сотрудники всегд...",Отзывы о дебетовых картах Альфа-Банка,False,good,3,3,3,3,Коломна,12.10.2025 13:57
https://www.banki.ru/services/responses/bank/response/12622447,0,False,Unknown,12.10 обратилась в чат поддержки в мобильном приложении для выяснения вопросов о баллах-бонусах. Не ...,Отзывы о кредитных картах Совкомбанка,False,good,3,3,3,3,Дзержинск (Нижегородская область),12.10.2025 13:57
https://www.banki.ru/services/responses/bank/response/12622448,5,False,"Поблагодарить – отзыв о Альфа-Банке от ""user-211522519140"" | Банки.ру","Несколько раз обращалась в чат приложения альфа банка. Всегда исчерпывающе, оперативно и в полном об...",Отзывы о продуктах Альфа-Банка,False,good,3,3,3,3,Казань,12.10.2025 13:58
https://www.banki.ru/services/responses/bank/response/12622449,5,False,"Преимущества карты – отзыв о Яндекс Банке от ""user-811222920317"" | Банки.ру","Не так давно, начала пользоваться картой Яндекс Банка. Открыла карту. Первое что хотелось узнать это...",Отзывы о дебетовых картах Яндекс Банка,False,good,3,3,3,3,Саранск,12.10.2025 13:58
https://www.banki.ru/services/responses/bank/response/12622450,4,True,"Сверхоперативная помощь в онлайн-чате Альфа-банка – отзыв о Альфа-Банке от ""Galinabest"" | Банки.ру","Была сильно обрадована 10 сентября супероперативной помощью специалиста банка в чате Антонины, котор...",Отзывы о кредитных картах Альфа-Банка,False,good,3,3,3,2,Москва,12.10.2025 13:59
https://www.banki.ru/services/responses/bank/response/12622451,5,False,"Альфа это крутой банк – отзыв о Альфа-Банке от ""user-363923032252"" | Банки.ру","Только пришла карта(10.10.2025)
Пользовался ранее другими картами,если честно надоело,все однотонно,...",Отзывы о дебетовых картах Альфа-Банка,False,good,3,3,3,3,Нижний Новгород,12.10.2025 13:59
https://www.banki.ru/services/responses/bank/response/12622452,0,False,"Помогли с установкой мобильного приложения – отзыв о Альфа-Банке от ""user-909616001519"" | Банки.ру","До определенного времени я заходила в банк через браузер, было удобно, но в какой-то момент банк пер...",Отзывы о продуктах Альфа-Банка,False,good,3,3,3,0,Петрозаводск (Республика Карелия),12.10.2025 13:59
https://www.banki.ru/services/responses/bank/response/12622453,5,False,"Отличный клиентооринтиррванный банк – отзыв о Яндекс Банке от ""user-77738669005"" | Банки.ру",,Отзывы о продуктах Яндекс Банка,False,good,3,3,3,3,Москва,12.10.2025 13:59
https://www.banki.ru/services/responses/bank/response/12622454,4,False,"Спасибо – отзыв о Альфа-Банке от ""user-733923038387"" | Банки.ру","Индивидуальный и внимательный подход к клиентам. Мне нравится Альфа-Банк за то, что сотрудники всегд...",Отзывы о дебетовых картах Альфа-Банка,False,good,2,3,3,2,Коломна,12.10.2025 14:02
https://www.banki.ru/services/responses/bank/response/12622455,0,False,"Помогли с получением дебетовой карты – отзыв о Альфа-Банке от ""user-725223038447"" | Банки.ру","12 октября я перешла по ссылке своей подруги, которая уже давно пользуется услугами Альфа-Банка, что...",Отзывы о дебетовых картах Альфа-Банка,False,good,3,3,3,3,Нижний Новгород (Нижегородская область),12.10.2025 14:02
https://www.banki.ru/services/responses/bank/response/12622456,0,False,Unknown,"Открыл Яндекс карту для оплаты такси и оплату их сервисов , решил пользоваться как дебетовой, переве...",Отзывы о продуктах Яндекс Банка,False,good,1,1,1,1,Волгоград (Волгоградская область),12.10.2025 14:02
https://www.banki.ru/services/responses/bank/response/12622457,1,False,"Задним числом пересчитали Кэшбек – отзыв о Яндекс Банке от ""user-14458295736"" | Банки.ру","3 октября решил сделать покупку на Aliexpress, вижу, что если оплатить яндекс пеем, то получу кешбек...",Отзывы о дебетовых картах Яндекс Банка,False,good,1,1,1,1,Шарья (Костромская область),12.10.2025 14:02
https://www.banki.ru/services/responses/bank/response/12622458,5,False,Unknown,"Добрый день.  Хочу поблагодарить сотрудника Инну, я к ней обращалась насколько раз: как настроить кэ...",Отзывы о дебетовых картах Альфа-Банка,False,good,3,3,3,3,Магнитогорск,12.10.2025 14:04
https://www.banki.ru/services/responses/bank/response/12622459,5,False,Unknown,"29 сентября обращался в поддержку Альфа-Банка, чтобы уточнить условия акции. Оператор Александра сра...",Отзывы о продуктах Альфа-Банка,False,good,3,3,3,3,Барнаул,12.10.2025 14:04
https://www.banki.ru/services/responses/bank/response/12622460,0,False,Unknown,"Доброго времени суток! В Яндекс Плюс появилось заманчивое предложение открыть сейв, пополнить на 100...",Отзывы о вкладах Яндекс Банка,False,good,3,2,2,1,Санкт-Петербург,12.10.2025 14:04
https://www.banki.ru/services/responses/bank/response/12622461,0,False,"Ошибка перевода денежных средств – отзыв о Альфа-Банке от ""user-60987527261"" | Банки.ру",5 февраля 2025 года налоговая зачислила возврат по налоговому вычету на кредитную карту. Написал в ч...,Отзывы о дебетовых картах Альфа-Банка,False,good,3,3,3,3,Ставрополь (Ставропольский край),12.10.2025 14:05
https://www.banki.ru/services/responses/bank/response/12622462,5,False,"Опыт использования Яндекс Банка – отзыв о Яндекс Банке от ""user-983421382040"" | Банки.ру","В целом положительное впечатление от банка. Очень выгодные условия по счету ""Сейв"" при наличии подпи...",Отзывы о дебетовых картах Яндекс Банка,False,good,3,2,2,3,Москва,12.10.2025 14:05
https://www.banki.ru/services/responses/bank/response/12622463,0,False,"Рекомендую к посещению по обмене валюты – отзыв о Камкомбанке от ""user-211023038471"" | Банки.ру","Специалист помог с обменом валюты — юаней на рубли. Курс оказался самым выгодным в городе, даже с уч...",Отзывы о продуктах Камкомбанка,False,good,3,3,3,3,Санкт-Петербург,12.10.2025 14:06
https://www.banki.ru/services/responses/bank/response/12622464,5,False,"Очень хороший оператор! – отзыв о ВТБ от ""user-403423038499"" | Банки.ру","Спасибо больше Екатерине, что помогла решить мою проблему. Очень грамотная девушка, быстро все сдела...",Отзывы о продуктах ВТБ,False,good,3,3,3,3,Джанкой,12.10.2025 14:07
https://www.banki.ru/services/responses/bank/response/12622465,0,False,"Уточнение условий программы Супербонуса 10×20 – отзыв о Совкомбанке от ""user-337716637344"" | Банки.ру",12 октября 2025 года мне пришлось обратиться в онлайн-чат в приложении Совкомбанка за консультацией....,Отзывы о кредитных картах Совкомбанка,False,good,3,3,3,3,Ленинск-Кузнецкий (Кемеровская область),12.10.2025 14:07
https://www.banki.ru/services/responses/bank/response/12622466,5,False,"Карта халва – отзыв о Совкомбанке от ""user-318716010026"" | Банки.ру","Получила карту, всем довольна, вежливые сотрудники и представитель. все объяснили, рассказали, понра...",Отзывы о продуктах Совкомбанка,False,good,3,3,3,3,Тверь,12.10.2025 14:07
https://www.banki.ru/services/responses/bank/response/12622467,5,False,Unknown,"Я уже несколько лет являюсь клиентом Альфа-Банка, и в целом довольна обслуживанием. Но недавно произ...",Отзывы о дебетовых картах Альфа-Банка,False,good,3,3,3,3,Великий Новгород (Новгородская область),12.10.2025 14:07
https://www.banki.ru/services/responses/bank/response/12622468,4,False,Unknown,Обожаю этот банк так как я студент мне за покупку приходит кеш бек и если проблема какая-то то сотру...,Отзывы о дебетовых картах Альфа-Банка,False,good,2,3,2,2,Санкт-Петербург,12.10.2025 14:08
https://www.banki.ru/services/responses/bank/response/12622469,5,False,"Консультация по автострахованию – отзыв о Совкомбанке от ""puser-49205604380"" | Банки.ру","Обратился по поводу консультации автострахования, имея корту халвы где можно расплатиться в рассрочк...",Отзывы о продуктах Совкомбанка,False,good,3,3,3,3,Анапа (Краснодарский край),12.10.2025 14:09
https://www.banki.ru/services/responses/bank/response/12622470,5,False,"Благодарность альфа банку – отзыв о Альфа-Банке от ""user-685422009680"" | Банки.ру","8 октября я обратилась в чат поддержки Альфа-Банка с вопросом о рекомендации за друга, а именно о ре...",Отзывы о продуктах Альфа-Банка,False,good,3,3,3,3,Новокуйбышевск (Самарская область),12.10.2025 14:09
https://www.banki.ru/services/responses/bank/response/12622471,0,False,,,,False,"Error:Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""div.lbb810226""}
  (Session info: chrome=141.0.7390.123); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#nosuchelementexception
Stacktrace:
	GetHandleVerifier [0x0x9cfe43+66515]
	GetHandleVerifier [0x0x9cfe84+66580]
	(No symbol) [0x0x7bdc48]
	(No symbol) [0x0x808704]
	(No symbol) [0x0x808aab]
	(No symbol) [0x0x84f482]
	(No symbol) [0x0x82b214]
	(No symbol) [0x0x84cba7]
	(No symbol) [0x0x82afc6]
	(No symbol) [0x0x7fc2ca]
	(No symbol) [0x0x7fd154]
	GetHandleVerifier [0x0xc27353+2521315]
	GetHandleVerifier [0x0xc222d3+2500707]
	GetHandleVerifier [0x0x9f7c94+229924]
	GetHandleVerifier [0x0x9e81f8+165768]
	GetHandleVerifier [0x0x9eecad+193085]
	GetHandleVerifier [0x0x9d8158+100072]
	GetHandleVerifier [0x0x9d82f0+100480]
	GetHandleVerifier [0x0x9c25aa+11066]
	BaseThreadInitThunk [0x0x7565fcc9+25]
	RtlGetAppContainerNamedObjectPath [0x0x76fb82ae+286]
	RtlGetAppContainerNamedObjectPath [0x0x76fb827e+238]
",0,0,0,0,,
